Time,RPx,RPy,RPz
31.5298,318.1585,172.2654,79.24772
32.55167,287.9924,244.27,353.479
33.56213,276.5278,168.9475,91.04498
34.57359,278.2307,93.45913,170.4182
35.59592,308.3182,133.1485,105.5512
36.61677,322.4382,266.1428,294.0381
37.63908,314.498,276.2631,311.9994
38.66043,296.2871,317.0395,264.7813
39.6825,331.8549,285.9751,310.4462
Time,RCVx,RCVy,RCVz
1.018186,0.02889395,0.2207263,0.5052152
2.029546,1.353136,-0.2137331,0.7571936
3.041309,0.8308344,0.1131954,-0.2006764
4.061861,-0.2762041,0.2586575,-1.146178
5.073675,-0.2351861,0.1704091,-0.5113425
6.095851,0.6000276,0.1774317,0.3011746
7.116469,1.779815,-0.7620105,0.8755503
8.128618,1.453206,-0.6248071,0.8837185
9.149527,-0.9215388,-0.5565711,-1.406962
10.16125,-1.666822,-0.4228002,-2.117585
11.17321,-1.651164,-0.1926101,-1.607553
12.18316,0.09455395,0.260432,0.343214
13.19463,-0.008770466,1.369111,1.475541
14.20596,-0.5297232,0.67683,0.933527
15.22733,1.283477,-0.6124359,-0.006736755
16.24872,1.733902,-0.7487738,-0.2166266
17.27084,-1.154342,-0.7965903,-0.3196678
18.29276,-1.814404,0.2612197,-0.4038501
19.31515,0.2463429,-0.2676501,0.1675344
20.33524,-0.8906274,1.390783,1.189915
21.35722,-0.2900254,0.2053959,0.112113
22.37942,1.096005,-0.2973565,0.3418846
23.39145,1.676808,-0.4144812,-0.2068553
24.41294,-0.4659176,0.1860396,-0.3355751
25.43258,-1.742703,-0.1024219,-0.3790565
26.44444,-0.6167535,0.07564688,-0.07264614
27.46631,1.260741,-0.4787704,0.5283861
28.47692,-0.7320995,1.937034,-0.4725518
29.49701,-0.2252228,0.07007742,0.2054343
30.51846,1.423119,-0.4817781,0.6540318
31.5298,1.19172,-0.5629124,0.4754629
32.55167,-0.8804979,-0.3229287,-0.904644
33.56213,-1.109972,0.1208733,-0.9004431
34.57359,0.03654337,-0.1134848,0.3881249
35.59592,1.169712,-0.463958,0.5960889
36.61677,0.5704789,-0.163434,-0.199533
37.63908,-0.6223712,0.653072,-0.9189467
38.66043,-0.3228054,0.5668062,-0.1375475
39.6825,-0.9380305,-0.6936546,0.0446949
Time,RCAVx,RCAVy,RCAVz
1.018186,-39.71829,-97.70441,348.1021
2.029546,6.7164,-51.81403,-337.9308
3.041309,26.66974,67.73962,286.1469
4.061861,6.796173,14.65506,0.03366089
5.073675,-29.83487,12.92313,12.38229
6.095851,-19.61035,-89.26595,-288.0179
7.116469,10.52176,-27.58638,15.35876
8.128618,4.862183,32.20622,-16.98009
9.149527,-2.551727,64.89131,303.722
10.16125,-0.5332031,14.11908,-4.54718
11.17321,-25.88751,72.1777,-36.63318
12.18316,8.213837,-231.3798,-17.3175
13.19463,-12.15826,203.5826,-239.7255
14.20596,1.828644,-34.50204,24.5598
15.22733,47.16565,-91.29216,-2.010822
16.24872,11.22644,11.27187,-12.10958
17.27084,-52.05896,59.73932,-20.75969
18.29276,2.963989,11.26193,7.323322
19.31515,6.628265,-112.9258,112.8858
